resonance_radical_smiles,closed_shell_smiles,closed_shell_H298 (kcal/mol),closed_shell_S298 (cal/mol/K),closed_shell_Cp300 (cal/mol/K),closed_shell_Cp400 (cal/mol/K),closed_shell_Cp500 (cal/mol/K),closed_shell_Cp600 (cal/mol/K),closed_shell_Cp800 (cal/mol/K),closed_shell_Cp1000 (cal/mol/K),closed_shell_Cp1500 (cal/mol/K),closed_shell_Sint298 (cal/mol/K),closed_shell_thermo_comment,closed_shell_thermo_source
O=[C]C(=O)COO,O=CC(=O)COO,-81.92369449469858,87.36960035504163,29.885730657493742,35.814529954593645,40.51211329550431,44.00332465641239,48.375945390678,51.12925735087572,54.292065409699816,87.36960035504163,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CC(O)[C]=O,CC(O)C=O,-85.51586561354057,76.55719624881014,23.829954786858128,29.44428213279311,33.797553669464634,37.263898825294106,42.62690448300622,46.349544812103254,51.30975258494861,77.36293914755352,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C](C)C1(C)OCOO1,CC(C)C1(C)OCOO1,-90.08485971319313,89.1627462382981,41.975671128107074,57.47494837476099,69.37690248565964,77.48963671128105,86.97299617590824,93.18943212237095,106.92108986615676,95.71225468451242,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsCsCsH) + group(Cs-CsCsOsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-OsOsHH) + ring(124trioxolane),GAV
C=C(CO[O])C(OO)C(C)=O,C=C(COO)C(OO)C(C)=O,-81.40990439770553,130.69244065766196,48.7523518164436,58.99537284894837,67.4591395793499,74.12219885277247,84.19399617590823,91.70430210325048,101.09013384321221,131.49818355640534,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsCs) + group(Cds-OdCsCs) + group(Cds-CdsHH),GAV
CO[CH]CO,COCCO,-90.27174298759795,79.03563480157207,27.547608189445693,33.36844504135679,38.04581863125718,42.05545791279902,48.39396559543672,52.94724924386233,59.45674654706023,81.21880428364352,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C](COO)C(C)=CO,CC(=CO)C(C)COO,-83.3648757170172,110.4159633362024,46.357074569789674,57.5561567877629,66.26323135755258,72.81260038240916,82.42544933078393,89.54003824091778,100.31504780114722,113.40487571701722,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + longDistanceInteraction_noncyclic(CdCs-ST) + group(Cds-CdsOsH),GAV
CC([CH]O)=C(C)COO,CC(CO)=C(C)COO,-74.42374760994264,116.97585988862959,44.48783938814532,53.38231357552581,61.17326959847037,67.85485659655832,78.4223709369025,86.51120458891013,98.47692160611852,121.34219885277248,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsCs),GAV
[CH2]C(=O)CO,CC(=O)CO,-89.86151523149167,79.22042361494795,22.531050245136136,27.828483731983173,32.21097545112572,35.93706263361719,41.767416018740704,45.87005175548756,51.38545645860658,81.4035930970194,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C([O])CO,C=C(O)CO,-75.0779340490414,76.7194114356182,24.913015714948376,29.827655874162367,33.920459410739,37.40081206247138,42.81049131875972,46.58215925627916,51.612126671336526,76.7194114356182,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]C(=C=O)C(=O)OO,CC(=C=O)C(=O)OO,-62.453843212237096,100.167805661332,33.2489292543021,36.7895602294455,39.8076673040153,42.36525812619502,46.23738049713193,49.19996175908222,54.21751434034417,102.35097514340345,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + missing(O2d-Cdd) + group(Cs-(Cds-Cdd-O2d)HHH) + group(Cds-(Cdd-O2d)CsCs) + group(Cds-O2d(Cds-Cds)O2s) + missing(Cdd-CdO2d),GAV
C=C([C]=O)C(=O)OO,C=C(C=O)C(=O)OO,-66.62,100.03,33.68,37.77,40.99000000000001,43.56999999999999,47.559999999999995,50.21,53.56999999999999,100.03,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + group(Cds-CdsCsCs) + group(Cds-O2d(Cds-Cds)O2s) + group(Cds-CdsHH) + group(Cds-O2d(Cds-Cds)H),GAV
C[C]1COOC1(C)CO,CC1COOC1(C)CO,-87.77752755258126,99.96074363623951,42.01665391969407,52.8788585086042,62.12870936902485,69.64151625239005,80.76189866156788,88.63915296367112,104.5677533460803,104.3270826003824,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-CsH) + group(Cs-CsCsCsOs) + group(Cs-CsCsCsH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxolane),GAV
[O]C(=C=O)C=O,O=C=C(O)C=O,-71.23176139050528,76.06905683275696,22.26572141393824,26.142696713092157,28.984804692016613,31.328305479811313,34.84204164755916,37.137958373279155,39.76161929933497,76.06905683275696,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
O=[C]C(=O)C=O,O=CC(=O)C=O,-71.79441675766158,82.27285852759623,21.47240197006155,24.139801932205433,26.505308145580788,28.574289272706835,31.860104301104467,34.227014828005736,37.54695937788682,83.6502851109243,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]C(=O)OC=C(C)C,CC(=O)OC=C(C)C,-91.57921251449238,97.66218869988343,35.05248391468891,43.01937064479693,50.59108049652162,57.14411464847576,67.58610741581647,75.14030924697573,85.7549976119136,104.21169714609775,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C([O])OC=C(C)C,C=C(O)OC=C(C)C,-55.99697896749522,100.26997078729117,39.70954110898661,48.66187380497132,55.40246653919694,60.67304015296366,69.16650095602294,75.14864244741872,84.68803059273421,104.63630975143406,Thermo group additivity estimation: group(O2s-(Cds-Cd)(Cds-Cd)) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsCs) + group(Cds-CdsOsH) + group(Cds-CdsHH),GAV
[O]CCCO,OCCCO,-98.79825083269654,80.0242215575809,28.424546719386235,34.37811207430594,39.0640980184608,43.05710750547827,49.32222240581051,53.76810463321224,59.97866149445507,81.40164814090897,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CC(C)C1(C)OOCC1O[O],CC(C)C1(C)OOCC1OO,-77.99492717017209,113.16656076984685,52.03701720841299,65.33059847036328,76.54345124282985,85.67673613766729,98.80926003824092,108.2173365200765,125.60337476099424,119.71606921606117,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsCsCsH) + group(Cs-CsCsOsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxolane),GAV
[CH2]C(=O)C(C)(C)OO,CC(=O)C(C)(C)OO,-86.55506692160613,100.24852214651992,39.96036328871893,48.401204588910126,55.327648183556406,61.036500956022934,69.39432122370937,75.77982791586999,85.0448757170172,106.79803059273424,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsCsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs),GAV
C=C([O])C(C)(C)OO,C=C(O)C(C)(C)OO,-84.3669789674952,100.95997078729116,40.68954110898661,50.661873804971314,57.842466539196934,63.20304015296366,71.17650095602296,76.74864244741875,85.5380305927342,105.32630975143404,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-CdsCsOs) + group(Cds-CdsHH),GAV
CC1CC(C)(O[O])COO1,CC1CC(C)(OO)COO1,-72.97875717017209,101.0167302519183,46.09701720841299,58.18959847036327,68.31845124282984,76.5057361376673,88.11826003824093,96.4283365200765,111.94837476099426,105.38306921606119,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxane),GAV
CC(C)([O])CC=O,CC(C)(O)CC=O,-99.36749521988527,96.300697364729,35.37474187380497,42.69242829827916,49.07246653919694,54.462409177820255,62.76323135755258,69.00462715105162,78.83112810707456,100.66703632887189,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-CsCsCsOs) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-OdCsH),GAV
C[CH]C(O)OO,CCC(O)OO,-93.03048989517458,89.31873243937773,31.934630838770744,37.7406356105953,42.66779888962356,46.87397627037381,53.461564231277826,58.123365761032495,64.60658350025929,90.12447533812112,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CCOC[O],CCOCO,-97.76327959645941,80.49551418886102,27.896870661624472,33.22375470461267,37.69239507286581,41.54903785516752,47.70308547900177,52.194155608988524,58.828427745375365,82.67868367093247,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]C(C)(O)COO,CC(C)(O)COO,-94.63346080305926,97.26677767065635,37.759120458891005,45.52357552581262,51.842944550669216,57.08095602294454,64.77195028680688,70.74875717017208,79.6457361376673,101.63311663479924,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH),GAV
CC1=COC(O[O])C1=O,CC1=COC(OO)C1=O,-90.76158699808794,92.89499495387503,32.48179732313575,41.84369024856596,49.782351816443594,55.3455258126195,62.73957934990439,68.46556405353728,74.62726577437857,95.07816443594648,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-Cds)HHH) + group(Cd-CdCs(CO)) + group(Cds-O2d(Cds-Cds)Cs) + group(Cds-CdsOsH) + ring(Cyclopentane),GAV
COCCCO[O],COCCCOO,-76.8451051625239,101.21438309919048,36.127686424474184,43.09615678776291,49.354608030592736,54.87485659655831,63.48502868068833,70.0951242829828,79.5555258126195,103.39755258126193,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-OsHHH),GAV
CCOCO[O],CCOCOO,-80.28857515864055,89.67223604018744,32.01303774051943,37.265813729273724,41.87216487678298,45.9485543165879,52.51925404278768,57.35627623077246,64.4386876522041,91.85540552225889,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CC1([O])CCC(=O)C1,CC1(O)CCC(=O)C1,-96.8693690248566,91.7592781278712,34.47799235181644,43.39550478011472,51.76278011472275,58.80542829827916,68.60885468451244,75.85826768642448,87.41732313575525,93.94244760994265,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-CsCsCsOs) + group(Cs-CsCsHH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsHHH) + group(Cds-OdCsCs) + ring(Cyclopentanone),GAV
CC1(C)[CH]C(O)OO1,CC1(C)CC(O)OO1,-90.41173405353729,91.38361170507318,36.27158699808795,45.68029254302103,54.11717973231357,60.47239579349903,69.6340019120459,76.49636137667305,89.7637189292543,95.74995066921606,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-CsH) + group(Cs-CsCsCsOs) + group(Cs-CsCsHH) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxolane),GAV
O[C]1OO1,OC1OO1,-55.484873748708175,64.17678216985998,14.082184741288646,17.451849073623244,20.274126564866155,22.34534826175786,24.985480748437038,26.64322673516826,28.384577910832096,64.17678216985998,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
O=[C]O,O=CO,-90.61816610375898,59.457115716012396,10.863525071303345,12.89680406074111,14.877889667593209,16.620043699523514,19.226034541368534,21.02371079305927,23.346363961396985,59.457115716012396,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[O]OC1COOCC1OO,OOC1COOCC1OO,-78.69388145315487,101.20160821590709,42.82653919694072,52.695239005736134,60.829082217973216,67.39839388145316,76.31525812619503,82.66435946462715,94.27315487571701,102.57903479923515,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsOsH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + ring(12dioxane),GAV
O=C[CH]C=CO,O=CCC=CO,-67.63028680688336,80.65208413001912,25.811051625239006,33.30363288718929,38.7323326959847,42.684340344168255,48.03762906309751,51.92114722753345,55.84583173996176,80.65208413001912,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(Cs-(Cds-O2d)(Cds-Cds)HH) + group(Cds-CdsCsH) + group(Cds-CdsOsH) + group(Cds-OdCsH),GAV
[O]C=CC=CO,OC=CC=CO,-72.29395793499042,74.59519291954001,30.17908221797323,38.98374760994264,44.32493307839388,47.38608030592734,50.813001912045884,53.13728489483748,57.59606118546846,75.97261950286808,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(Cds-Cds(Cds-Cds)H) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsOsH) + group(Cds-CdsOsH),GAV
O=CC=C[CH]O,O=CC=CCO,-59.85393881453155,89.13128107074567,25.60906309751434,30.452065009560233,34.772179732313575,38.516003824091776,44.58313575525813,48.81087954110898,54.27898661567877,89.13128107074567,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-(Cds-Cds)OsHH) + group(Cds-CdsCsH) + group(Cd-Cd(CO)H) + group(Cds-O2d(Cds-Cds)H),GAV
[CH2]C(O)C(C)OO,CC(O)C(C)OO,-93.58183556405353,100.65021592335454,36.55931166347992,44.318986615678774,50.91082217973231,56.414130019120456,64.43973231357552,70.5527724665392,79.47604206500954,102.2617017208413,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsOsH) + group(Cs-CsHHH) + group(Cs-CsHHH),GAV
CC(=O)C(C)O[O],CC(=O)C(C)OO,-79.32234266789759,95.44578491413111,34.46909267345386,40.37337873508106,45.49005191835445,49.903788848970315,56.935912519490394,62.04617101011474,69.46738747791468,98.43469729494593,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CO[CH]O,COCO,-89.75472947198821,71.58286873982264,21.359220603927533,25.9954240444237,29.51421451293021,32.24334284248198,36.56587038686547,39.72430167265393,44.48529075177437,73.76603822189409,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[O]OC1COOC1=O,O=C1OOCC1OO,-108.27717017208413,89.62009560229446,25.427782026768647,35.089655831739954,42.33036328871892,47.235506692160605,54.41818355640535,59.28319311663479,64.2278393881453,89.62009560229446,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-O2s(Cds-O2d)) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsOsHH) + group(Cds-OdCsOs) + ring(Cyclopentane),GAV
[O]OCC(=O)C=O,O=CC(=O)COO,-81.92369449469858,87.36960035504163,29.885730657493742,35.814529954593645,40.51211329550431,44.00332465641239,48.375945390678,51.12925735087572,54.292065409699816,87.36960035504163,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]OCO,COCO,-89.75472947198821,71.58286873982264,21.359220603927533,25.9954240444237,29.51421451293021,32.24334284248198,36.56587038686547,39.72430167265393,44.48529075177437,73.76603822189409,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CCC1(C)COOCC1O[O],CCC1(C)COOCC1OO,-75.82483747609943,109.42294440105788,50.71080305927342,64.48690248565966,76.29030592734227,85.91875717017207,99.69657743785851,109.31357552581261,126.31359464627148,113.78928336520076,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsCs) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxane),GAV
[CH2]C=C(O)C=O,CC=C(O)C=O,-71.2303767930961,78.8383028171281,24.27521747622843,29.762630388574987,34.78152642043737,39.23589655129927,46.45508853207896,51.76380815634799,59.21757568763564,81.02147229919954,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C[C](O)C=O,C=CC(O)C=O,-60.12705544933078,90.57539981468561,24.559349904397703,30.404072657743786,35.343135755258125,39.036156787762906,45.00349904397706,49.243709369024856,55.19472275334608,89.19797323135755,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cds-CdsCsH) + group(Cds-OdCsH) + group(Cds-CdsHH),GAV
C=CC(O)=C[O],C=CC(O)=CO,-73.34395793499043,76.60261950286807,30.46908221797323,38.46374760994264,43.37493307839389,46.29608030592734,49.93300191204589,52.477284894837474,57.06606118546845,76.60261950286807,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsOsH) + group(Cds-CdsHH),GAV
[O]OC(=O)C=O,O=CC(=O)OO,-89.69160654209774,79.81624087368634,23.64162027153977,26.766874942894585,29.300878207420894,31.42222994296486,34.626018730669486,36.74285601513958,39.18916807601554,79.81624087368634,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]COC=O,CCOC=O,-94.57442220718609,77.85330013223111,20.521041344464244,25.591592797471133,30.28126740407039,34.32151262090175,40.73004492980232,45.328257787860416,51.65704163687153,80.03646961430256,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[CH]C(O)C=O,CCC(O)C=O,-90.81990674967044,85.17911157209504,28.75878859314656,35.605131805503625,41.61717399060468,46.6373471603411,53.93423459432636,58.99892298373423,66.18727052072573,85.98485447083841,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C]1CCC(=O)CO1,CC1CCC(=O)CO1,-84.87250478011472,85.47532000167617,33.577284894837476,43.22747609942638,52.34091778202677,59.95978967495219,70.50931166347993,77.98609942638625,86.86346080305927,87.65848948374762,Thermo group additivity estimation: group(O2s-CsCs) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-(Cds-O2d)OsHH) + group(Cs-CsHHH) + group(Cds-OdCsCs) + ring(Cyclohexanone),GAV
C[C]1OCCO1,CC1OCCO1,-84.59772466539197,73.01208539364556,24.766835564053537,30.188919694072656,36.29692543021032,40.90440726577438,46.884468451242824,51.775621414913964,63.99552581261951,75.19525487571701,"Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-CsCs) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + ring(1,3-Dioxolane)",GAV
[CH2]CC(O)OO,CCC(O)OO,-93.03048989517458,89.31873243937773,31.934630838770744,37.7406356105953,42.66779888962356,46.87397627037381,53.461564231277826,58.123365761032495,64.60658350025929,90.12447533812112,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CC(C)(C)C(C)(C)O[O],CC(C)(C)C(C)(C)OO,-73.85181644359463,105.71333492401496,50.16374760994263,62.81697896749522,73.46891013384322,82.28653919694071,95.1306309751434,104.63615678776291,118.47179732313572,118.81235181644361,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsCs) + group(Cs-CsCsCsOs) + longDistanceInteraction_noncyclic(CsCs-TQ) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH),GAV
[O]CC1OCO1,OCC1OCO1,-98.51778208516635,78.49253837785875,24.294099455343023,30.208999733373624,35.06608693934991,39.190217064698395,45.66769947756265,50.260367205984714,56.578789636099444,78.49253837785875,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C](O)COO,CC(O)COO,-85.32111837812194,90.76272833984572,31.50525195057878,37.184387068526206,42.14324716760277,46.40031472687697,53.123704564619835,57.933170226826,64.65603140802342,91.5684712385891,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CC(O[O])C(C)OO,CC(OO)C(C)OO,-75.79808795411088,105.69059048725403,41.111472275334606,49.61667304015296,56.697552581261945,62.63927342256214,71.03736137667305,77.52156787762907,86.139120458891,108.67950286806884,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsOsH) + group(Cs-CsHHH) + group(Cs-CsHHH),GAV
CCC(=O)O[O],CCC(=O)OO,-88.61789674952199,85.20507143571056,28.62189292543021,33.31674952198853,37.300019120458884,40.615659655831735,45.63833652007648,49.46655831739962,56.01543021032504,87.38824091778201,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsHHH) + group(Cds-OdCsOs),GAV
CC(=O)C(C)[O],CC(=O)C(C)O,-97.53365200764819,91.421470028363,26.960191204588913,33.67768642447418,39.482409177820266,43.937055449330785,51.056367112810705,56.26550669216061,63.82705544933078,94.41038240917783,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs),GAV
C=C(C)C(C)(CO)O[O],C=C(C)C(C)(CO)OO,-78.78164435946462,115.50185243754083,45.85537284894838,55.8265965583174,63.954034416826005,70.52441682600383,80.65131931166349,87.92260038240917,99.41393881453153,118.49076481835564,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsOs) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + longDistanceInteraction_noncyclic(CdCs-ST) + group(Cds-CdsHH),GAV
O=[C]CCO,O=CCCO,-82.64918065752049,75.77153611215624,25.427181351872086,31.569478663410326,36.13712665915393,39.288790265200014,43.76219027898193,46.78269621311663,50.84670987214865,75.77153611215624,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C](C)C(C)(C)OC1=COC=C1C,CC1=COC=C1OC(C)(C)C(C)C,-97.23462715105161,124.18610287644967,61.39158699808796,78.41059273422563,92.5961950286807,103.91156787762905,120.06527724665393,131.62657743785851,148.98200764818353,135.1019502868069,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(O2s-(Cds-Cd)(Cds-Cd)) + group(Cs-CsCsCsOs) + longDistanceInteraction_noncyclic(CsCs-TT) + group(Cs-CsCsCsH) + longDistanceInteraction_noncyclic(CsCs-TT) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-Cds(Cds-Cds)Cs) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-CdsOsH) + group(Cds-CdsOsH) + ring(Furan),GAV
C=C(O)C(C)(C)O[O],C=C(O)C(C)(C)OO,-84.3669789674952,100.95997078729116,40.68954110898661,50.661873804971314,57.842466539196934,63.20304015296366,71.17650095602296,76.74864244741875,85.5380305927342,105.32630975143404,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-CdsCsOs) + group(Cds-CdsHH),GAV
CC([C]=O)C(C)OO,CC(C=O)C(C)OO,-78.882982791587,106.57277806484593,38.67690248565965,46.76879541108986,53.80996175908222,59.82713193116634,68.80875717017209,75.6125239005736,85.31256214149138,108.1842638623327,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsCsH) + group(Cs-CsCsOsH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-OdCsH),GAV
CC1(C)OOCC1(C)O[O],CC1(C)OOCC1(C)OO,-74.94769963671128,103.16916115225604,47.975028680688325,59.849240917782026,69.53358508604207,77.31363862332694,88.26121032504781,96.20270936902486,111.3956118546845,109.71866959847036,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsCsCsOs) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxolane),GAV
C=C(C)[CH]CC(=O)OO,C=C(C)CCC(=O)OO,-76.77789674952199,109.91507143571056,42.94189292543022,51.14674952198853,58.12001912045889,63.86565965583173,72.72833652007648,79.29655831739962,89.92543021032505,112.09824091778201,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + group(Cs-(Cds-Cds)CsHH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-OdCsOs) + group(Cds-CdsHH),GAV
[CH2]C(C)=CCC(=O)OO,CC(C)=CCC(=O)OO,-78.54927342256214,105.3751906725684,41.390248565965585,50.54537284894838,58.05959847036329,64.1859464627151,73.37923518164436,80.25179732313578,89.10082217973229,109.74152963671128,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + group(Cs-(Cds-O2d)(Cds-Cds)HH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsH) + group(Cds-OdCsOs),GAV
